epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
159,2385.14,0.7169,0.43419,0.02047,0.03261,0.83434,0.73312,0.77171,0.57236,1.22409,1.35667,0.03475,0.1111,0.0004786,0.0004786,0.0004786
160,2399.96,0.71202,0.43041,0.02091,0.03063,0.81672,0.78478,0.78851,0.59224,1.14886,1.27351,0.03387,0.11293,0.0004753,0.0004753,0.0004753
161,2414.8,0.72946,0.45638,0.02105,0.03295,0.82859,0.73076,0.77897,0.59828,1.16764,1.26543,0.03353,0.11675,0.000472,0.000472,0.000472
162,2429.85,0.73197,0.45313,0.02121,0.03303,0.85513,0.74393,0.7848,0.59933,1.14908,1.283,0.03438,0.10313,0.0004687,0.0004687,0.0004687
163,2444.9,0.70657,0.4338,0.01923,0.02885,0.85825,0.68565,0.76226,0.59877,1.14118,1.40908,0.03399,0.10254,0.0004654,0.0004654,0.0004654
164,2459.75,0.71377,0.43361,0.02038,0.03169,0.89706,0.69863,0.77192,0.59919,1.21891,1.32978,0.03313,0.11561,0.0004621,0.0004621,0.0004621
165,2474.56,0.71072,0.43347,0.0199,0.03091,0.83939,0.70805,0.77671,0.58209,1.20741,1.30759,0.03361,0.11201,0.0004588,0.0004588,0.0004588
166,2489.32,0.69904,0.42808,0.02001,0.02926,0.85258,0.76192,0.79321,0.60198,1.18568,1.16631,0.03401,0.11094,0.0004555,0.0004555,0.0004555
167,2504.44,0.69235,0.4509,0.01974,0.03079,0.83888,0.74956,0.77206,0.59581,1.17603,1.2866,0.03417,0.11729,0.0004522,0.0004522,0.0004522
168,2519.36,0.71802,0.43847,0.02155,0.0296,0.87099,0.72721,0.7818,0.61037,1.19616,1.26492,0.03281,0.11689,0.0004489,0.0004489,0.0004489
169,2534.45,0.72945,0.45628,0.02136,0.03124,0.90834,0.70467,0.78162,0.60129,1.17332,1.30431,0.03289,0.1139,0.0004456,0.0004456,0.0004456
170,2549.26,0.70658,0.42506,0.02071,0.03208,0.82998,0.73391,0.77744,0.59105,1.1839,1.24567,0.03362,0.10256,0.0004423,0.0004423,0.0004423
171,2564.14,0.71195,0.44591,0.02182,0.02913,0.86397,0.72893,0.78544,0.60263,1.16758,1.28132,0.03325,0.10668,0.000439,0.000439,0.000439
172,2578.96,0.71041,0.43873,0.02266,0.0324,0.85417,0.6981,0.75534,0.58651,1.18901,1.40488,0.03245,0.09978,0.0004357,0.0004357,0.0004357
173,2593.81,0.68805,0.41632,0.01991,0.03119,0.87219,0.67955,0.75869,0.5844,1.17546,1.37605,0.03374,0.09301,0.0004324,0.0004324,0.0004324
174,2608.67,0.71406,0.44693,0.02061,0.02926,0.88345,0.67311,0.74357,0.58621,1.15032,1.43566,0.03364,0.09278,0.0004291,0.0004291,0.0004291
175,2623.52,0.69073,0.41949,0.01977,0.02832,0.8846,0.69219,0.75024,0.57804,1.18027,1.36426,0.03283,0.09269,0.0004258,0.0004258,0.0004258
176,2638.38,0.68078,0.43469,0.02101,0.02975,0.90863,0.69747,0.77044,0.57551,1.20233,1.38962,0.03374,0.11636,0.0004225,0.0004225,0.0004225
177,2653.22,0.68299,0.43222,0.01998,0.02601,0.88064,0.73021,0.79608,0.60227,1.17499,1.23646,0.03396,0.10394,0.0004192,0.0004192,0.0004192
178,2668.1,0.68536,0.41718,0.01902,0.02813,0.85032,0.72081,0.78089,0.59097,1.14994,1.34583,0.03452,0.10435,0.0004159,0.0004159,0.0004159
179,2682.96,0.68502,0.41416,0.02119,0.02717,0.85721,0.72712,0.77031,0.58355,1.15562,1.33018,0.03537,0.11118,0.0004126,0.0004126,0.0004126
180,2697.78,0.67655,0.42323,0.02032,0.02703,0.91239,0.68701,0.75239,0.5845,1.13651,1.35873,0.03338,0.09784,0.0004093,0.0004093,0.0004093
181,2712.54,0.67914,0.42886,0.01943,0.02793,0.82462,0.75729,0.76315,0.58619,1.12875,1.30583,0.0324,0.08962,0.000406,0.000406,0.000406
182,2727.45,0.68608,0.4008,0.02077,0.02993,0.88955,0.72142,0.769,0.58785,1.1562,1.34565,0.03234,0.09759,0.0004027,0.0004027,0.0004027
183,2742.28,0.67735,0.4175,0.01969,0.02752,0.86935,0.72438,0.77375,0.59901,1.13088,1.34655,0.03363,0.09849,0.0003994,0.0003994,0.0003994
184,2757.1,0.68035,0.42766,0.01989,0.02592,0.86351,0.687,0.75943,0.59181,1.15391,1.34491,0.03397,0.10513,0.0003961,0.0003961,0.0003961
185,2771.89,0.68234,0.42062,0.0212,0.02788,0.85487,0.71779,0.73713,0.57338,1.17774,1.41547,0.03405,0.10857,0.0003928,0.0003928,0.0003928
186,2786.68,0.66696,0.40363,0.02126,0.02833,0.8925,0.70062,0.74812,0.58306,1.18175,1.43799,0.0338,0.11276,0.0003895,0.0003895,0.0003895
187,2801.51,0.68046,0.41204,0.02164,0.02971,0.93314,0.68884,0.75523,0.58712,1.14208,1.41469,0.03233,0.09929,0.0003862,0.0003862,0.0003862
188,2816.33,0.68992,0.41671,0.02007,0.02857,0.94181,0.63365,0.73804,0.56815,1.1444,1.45467,0.03235,0.09671,0.0003829,0.0003829,0.0003829
189,2831.19,0.68529,0.41657,0.02012,0.02815,0.85178,0.68756,0.73947,0.55879,1.20793,1.46212,0.03338,0.10214,0.0003796,0.0003796,0.0003796
190,2846.09,0.66208,0.3911,0.0206,0.02605,0.86512,0.69143,0.74637,0.57679,1.17386,1.44854,0.03328,0.10745,0.0003763,0.0003763,0.0003763
191,2861.02,0.67475,0.42356,0.02064,0.02764,0.92629,0.70221,0.75742,0.58024,1.17713,1.40068,0.0339,0.10533,0.000373,0.000373,0.000373
192,2875.86,0.68781,0.42824,0.02147,0.02799,0.86113,0.68982,0.76391,0.59029,1.18768,1.39003,0.03306,0.1087,0.0003697,0.0003697,0.0003697
193,2890.7,0.65813,0.40256,0.02134,0.02957,0.89926,0.67999,0.77581,0.59629,1.18399,1.38427,0.0334,0.11287,0.0003664,0.0003664,0.0003664
194,2905.58,0.66703,0.42633,0.02033,0.02863,0.88847,0.71208,0.78812,0.60891,1.16882,1.33216,0.03275,0.09938,0.0003631,0.0003631,0.0003631
195,2920.42,0.6782,0.41321,0.02125,0.0304,0.88577,0.71729,0.77688,0.60392,1.15784,1.34315,0.03201,0.09924,0.0003598,0.0003598,0.0003598
196,2935.27,0.65762,0.39851,0.02063,0.02482,0.91492,0.70931,0.76834,0.59558,1.18046,1.32873,0.03346,0.10022,0.0003565,0.0003565,0.0003565
197,2950.13,0.66319,0.39754,0.02041,0.02588,0.84672,0.74645,0.76481,0.58912,1.18787,1.37353,0.03342,0.09955,0.0003532,0.0003532,0.0003532
198,2965.02,0.6659,0.41297,0.02071,0.02722,0.93155,0.7009,0.76996,0.59263,1.17669,1.37576,0.0329,0.09925,0.0003499,0.0003499,0.0003499
199,2979.84,0.66786,0.41644,0.02049,0.02722,0.8869,0.71611,0.77129,0.59559,1.14899,1.44528,0.03219,0.11318,0.0003466,0.0003466,0.0003466
200,2994.72,0.65339,0.41015,0.01947,0.02618,0.88447,0.7141,0.77309,0.59927,1.15094,1.3839,0.03287,0.11099,0.0003433,0.0003433,0.0003433
201,3009.6,0.66338,0.40093,0.0212,0.02798,0.87741,0.70248,0.7614,0.58205,1.17629,1.38043,0.03336,0.11158,0.00034,0.00034,0.00034
202,3024.4,0.65524,0.40536,0.01947,0.0262,0.91468,0.71108,0.77999,0.5891,1.16251,1.4303,0.03269,0.10823,0.0003367,0.0003367,0.0003367
203,3039.24,0.6383,0.3803,0.02183,0.02632,0.94045,0.70818,0.77882,0.59052,1.15338,1.43212,0.03255,0.1046,0.0003334,0.0003334,0.0003334
204,3054.04,0.65013,0.40278,0.02008,0.02748,0.91934,0.74787,0.79142,0.60048,1.12331,1.40485,0.03284,0.10947,0.0003301,0.0003301,0.0003301
205,3068.8,0.6479,0.39869,0.02012,0.02603,0.92454,0.7316,0.78958,0.60995,1.13537,1.37859,0.03337,0.10963,0.0003268,0.0003268,0.0003268
206,3083.57,0.64822,0.40766,0.01954,0.02818,0.90106,0.70809,0.78171,0.60624,1.10497,1.40484,0.03383,0.10727,0.0003235,0.0003235,0.0003235
207,3098.4,0.65318,0.4042,0.02006,0.02624,0.94396,0.68228,0.77973,0.60248,1.11604,1.4388,0.03434,0.09503,0.0003202,0.0003202,0.0003202
208,3113.2,0.61855,0.38332,0.0192,0.02417,0.8876,0.72538,0.76836,0.5833,1.14161,1.50452,0.0345,0.09698,0.0003169,0.0003169,0.0003169
209,3128.05,0.64881,0.38996,0.01966,0.02896,0.92987,0.70368,0.76463,0.59065,1.17439,1.38601,0.03408,0.09976,0.0003136,0.0003136,0.0003136
210,3142.91,0.65898,0.41442,0.02015,0.02766,0.90401,0.7678,0.7858,0.60578,1.15531,1.35304,0.03308,0.1053,0.0003103,0.0003103,0.0003103
211,3157.75,0.64073,0.39151,0.01877,0.02367,0.90071,0.75223,0.77013,0.58989,1.15616,1.39525,0.03335,0.10398,0.000307,0.000307,0.000307
212,3172.57,0.63439,0.3847,0.01929,0.02743,0.91001,0.73837,0.77159,0.58762,1.1564,1.4493,0.03398,0.11062,0.0003037,0.0003037,0.0003037
213,3187.44,0.63055,0.37708,0.01986,0.0246,0.90768,0.72224,0.76495,0.58897,1.15273,1.41866,0.03398,0.10599,0.0003004,0.0003004,0.0003004
214,3202.28,0.61295,0.38152,0.02067,0.02343,0.88714,0.74232,0.75344,0.58783,1.15917,1.4334,0.03345,0.10082,0.0002971,0.0002971,0.0002971
215,3217.1,0.66496,0.4132,0.02029,0.02632,0.9023,0.73058,0.75174,0.58205,1.17125,1.44357,0.03421,0.10999,0.0002938,0.0002938,0.0002938
216,3231.91,0.64172,0.38448,0.01921,0.02404,0.89308,0.72822,0.77425,0.59928,1.14072,1.42529,0.03401,0.10551,0.0002905,0.0002905,0.0002905
217,3246.78,0.6186,0.37312,0.02038,0.02267,0.87869,0.72564,0.77177,0.61196,1.14385,1.34126,0.03292,0.09885,0.0002872,0.0002872,0.0002872
218,3261.83,0.62593,0.3851,0.02033,0.02471,0.87876,0.71623,0.7643,0.60345,1.11945,1.39522,0.0329,0.09802,0.0002839,0.0002839,0.0002839
219,3276.65,0.62993,0.37121,0.02012,0.027,0.91864,0.71083,0.76697,0.60656,1.14896,1.3382,0.03381,0.09712,0.0002806,0.0002806,0.0002806
220,3291.45,0.60959,0.36979,0.01931,0.02492,0.92002,0.69801,0.7664,0.60396,1.13597,1.42627,0.03402,0.10017,0.0002773,0.0002773,0.0002773
221,3306.25,0.6445,0.40322,0.0199,0.02618,0.91209,0.68453,0.76198,0.59723,1.14139,1.44326,0.03383,0.09784,0.000274,0.000274,0.000274
222,3321.08,0.62793,0.40149,0.01921,0.02242,0.87478,0.71638,0.76085,0.59966,1.12484,1.47615,0.03419,0.09765,0.0002707,0.0002707,0.0002707
223,3335.92,0.61103,0.36628,0.02005,0.02235,0.91244,0.69787,0.76459,0.59744,1.1236,1.46129,0.03316,0.10073,0.0002674,0.0002674,0.0002674
224,3350.79,0.6314,0.40179,0.02076,0.02508,0.91073,0.70648,0.76765,0.59607,1.13898,1.45302,0.03287,0.10549,0.0002641,0.0002641,0.0002641
225,3365.69,0.61986,0.38136,0.02065,0.02361,0.91616,0.73016,0.78347,0.60054,1.13603,1.36408,0.03297,0.10867,0.0002608,0.0002608,0.0002608
226,3380.55,0.62576,0.3897,0.02104,0.02454,0.89974,0.72842,0.77388,0.60137,1.13311,1.31362,0.03279,0.109,0.0002575,0.0002575,0.0002575
227,3395.37,0.62425,0.38108,0.0202,0.02288,0.90584,0.70132,0.76825,0.59953,1.13437,1.37088,0.03312,0.10481,0.0002542,0.0002542,0.0002542
228,3410.18,0.62055,0.40507,0.02061,0.02386,0.93113,0.67106,0.76164,0.59318,1.1436,1.44661,0.03476,0.10331,0.0002509,0.0002509,0.0002509
229,3425.01,0.62221,0.36458,0.02064,0.02544,0.89871,0.7073,0.7694,0.60362,1.13429,1.45714,0.03266,0.10115,0.0002476,0.0002476,0.0002476
230,3439.82,0.63524,0.39415,0.02005,0.02481,0.9239,0.69106,0.76982,0.60164,1.13425,1.39068,0.03253,0.10246,0.0002443,0.0002443,0.0002443
231,3454.65,0.62401,0.39056,0.02056,0.02183,0.89477,0.71655,0.78267,0.60764,1.13891,1.38845,0.03247,0.10243,0.000241,0.000241,0.000241
232,3469.47,0.62806,0.38037,0.02046,0.02324,0.91036,0.6795,0.77255,0.60185,1.15533,1.43639,0.03295,0.1036,0.0002377,0.0002377,0.0002377
233,3484.28,0.59446,0.35112,0.01879,0.02254,0.87154,0.71298,0.77337,0.60315,1.13462,1.43638,0.0326,0.1017,0.0002344,0.0002344,0.0002344
234,3499.08,0.60977,0.37953,0.02053,0.02281,0.91176,0.70721,0.78122,0.6109,1.13242,1.35781,0.03202,0.10272,0.0002311,0.0002311,0.0002311
235,3513.87,0.60532,0.35041,0.02069,0.02286,0.90768,0.71352,0.76891,0.60508,1.12126,1.34427,0.03168,0.0993,0.0002278,0.0002278,0.0002278
236,3528.67,0.60819,0.36469,0.02028,0.02428,0.90372,0.73522,0.77635,0.60784,1.12784,1.34904,0.03202,0.10458,0.0002245,0.0002245,0.0002245
237,3543.5,0.5951,0.36548,0.01863,0.02406,0.92897,0.7006,0.78229,0.61439,1.12002,1.34465,0.0317,0.10884,0.0002212,0.0002212,0.0002212
238,3558.57,0.59792,0.36553,0.01965,0.02349,0.93542,0.71792,0.77212,0.61195,1.1256,1.40015,0.03154,0.11315,0.0002179,0.0002179,0.0002179
239,3573.51,0.61215,0.36035,0.0197,0.02325,0.85943,0.73305,0.77076,0.61151,1.11077,1.42287,0.03181,0.10483,0.0002146,0.0002146,0.0002146
240,3588.31,0.60153,0.36418,0.01854,0.02234,0.89412,0.71361,0.77866,0.61032,1.1215,1.39104,0.03221,0.11083,0.0002113,0.0002113,0.0002113
241,3603.11,0.60813,0.34105,0.02033,0.0245,0.91418,0.70173,0.7768,0.61113,1.11847,1.37721,0.03258,0.10724,0.000208,0.000208,0.000208
242,3617.91,0.57822,0.34571,0.01866,0.02341,0.86389,0.75713,0.78591,0.61753,1.12004,1.35491,0.03205,0.10503,0.0002047,0.0002047,0.0002047
243,3632.86,0.5981,0.34885,0.01914,0.02483,0.84657,0.7593,0.78157,0.60814,1.10527,1.39725,0.03229,0.0995,0.0002014,0.0002014,0.0002014
244,3647.64,0.59161,0.35227,0.02007,0.02111,0.87278,0.72826,0.77532,0.61127,1.11605,1.4846,0.03244,0.10587,0.0001981,0.0001981,0.0001981
245,3662.42,0.58524,0.35185,0.02085,0.02223,0.90194,0.7132,0.77711,0.60951,1.10517,1.49535,0.03233,0.10315,0.0001948,0.0001948,0.0001948
246,3677.22,0.60372,0.36443,0.02009,0.02076,0.94047,0.68799,0.76756,0.60593,1.12231,1.45644,0.03294,0.10228,0.0001915,0.0001915,0.0001915
247,3692.05,0.57057,0.36939,0.01912,0.02014,0.91482,0.72517,0.77745,0.60902,1.14413,1.38691,0.03321,0.10303,0.0001882,0.0001882,0.0001882
248,3706.91,0.57656,0.34056,0.01983,0.02122,0.88968,0.70421,0.7721,0.60101,1.13602,1.38923,0.03332,0.10358,0.0001849,0.0001849,0.0001849
249,3721.78,0.57887,0.35043,0.01811,0.02285,0.90357,0.71824,0.77246,0.60834,1.13438,1.39358,0.03358,0.10766,0.0001816,0.0001816,0.0001816
250,3736.59,0.59874,0.36689,0.01974,0.02303,0.94793,0.7139,0.77836,0.61168,1.11943,1.41451,0.03307,0.10679,0.0001783,0.0001783,0.0001783
251,3751.37,0.5905,0.36141,0.01981,0.02255,0.91947,0.72635,0.77797,0.61692,1.10705,1.4498,0.03237,0.10915,0.000175,0.000175,0.000175
252,3766.16,0.57662,0.33881,0.02035,0.02239,0.88421,0.74312,0.77111,0.60537,1.11806,1.4816,0.0336,0.10739,0.0001717,0.0001717,0.0001717
253,3780.93,0.60703,0.36773,0.02103,0.02399,0.91246,0.73198,0.77145,0.5924,1.13987,1.46273,0.03345,0.10424,0.0001684,0.0001684,0.0001684
254,3795.71,0.57399,0.3465,0.0198,0.02191,0.90937,0.7182,0.76773,0.5922,1.13094,1.47311,0.03388,0.1027,0.0001651,0.0001651,0.0001651
255,3810.54,0.57477,0.34184,0.019,0.02213,0.90247,0.71159,0.7525,0.58459,1.13793,1.45523,0.03336,0.09948,0.0001618,0.0001618,0.0001618
256,3825.41,0.58034,0.33952,0.02063,0.02152,0.92669,0.70235,0.74907,0.57752,1.12047,1.51038,0.03309,0.10283,0.0001585,0.0001585,0.0001585
257,3840.3,0.59846,0.37129,0.01939,0.02101,0.92994,0.68229,0.76061,0.59256,1.13276,1.48495,0.03278,0.10599,0.0001552,0.0001552,0.0001552
258,3855.16,0.57533,0.35923,0.01959,0.0223,0.9161,0.66256,0.76122,0.59888,1.11804,1.50733,0.03298,0.10461,0.0001519,0.0001519,0.0001519
259,3869.94,0.58548,0.37059,0.02089,0.02205,0.90078,0.69895,0.77141,0.60783,1.11825,1.47449,0.03294,0.10257,0.0001486,0.0001486,0.0001486
260,3884.75,0.57106,0.33879,0.01918,0.02057,0.91791,0.69497,0.75736,0.60104,1.09172,1.50478,0.03286,0.09659,0.0001453,0.0001453,0.0001453
261,3899.55,0.56492,0.33716,0.01921,0.02121,0.89462,0.71891,0.77237,0.6117,1.08972,1.43732,0.03353,0.09543,0.000142,0.000142,0.000142
262,3914.38,0.57866,0.3423,0.02035,0.01909,0.88572,0.73036,0.77923,0.61387,1.11745,1.42127,0.03447,0.09729,0.0001387,0.0001387,0.0001387
263,3929.19,0.57126,0.34126,0.01946,0.02129,0.89581,0.7386,0.78146,0.61052,1.12162,1.41178,0.034,0.09875,0.0001354,0.0001354,0.0001354
264,3944.04,0.58983,0.36157,0.01919,0.02335,0.84988,0.7392,0.77861,0.61514,1.1171,1.41553,0.0333,0.09782,0.0001321,0.0001321,0.0001321
265,3958.84,0.55884,0.33729,0.01968,0.01906,0.88365,0.73321,0.77729,0.61115,1.10031,1.41358,0.03319,0.09514,0.0001288,0.0001288,0.0001288
266,3973.65,0.55217,0.33665,0.02015,0.01818,0.90678,0.72284,0.77724,0.61198,1.1025,1.3729,0.03298,0.09379,0.0001255,0.0001255,0.0001255
267,3988.48,0.57656,0.34703,0.01991,0.02137,0.92264,0.71131,0.77679,0.60993,1.12203,1.34637,0.0328,0.09237,0.0001222,0.0001222,0.0001222
268,4003.39,0.5484,0.33636,0.01847,0.02179,0.94767,0.68138,0.77804,0.61283,1.10535,1.3736,0.03295,0.09273,0.0001189,0.0001189,0.0001189
269,4018.27,0.58104,0.35081,0.01866,0.02313,0.85267,0.73583,0.78272,0.61333,1.11614,1.36992,0.03306,0.09464,0.0001156,0.0001156,0.0001156
270,4033.15,0.55524,0.33508,0.01936,0.02289,0.90085,0.70914,0.77776,0.60425,1.12641,1.39504,0.03321,0.09697,0.0001123,0.0001123,0.0001123
271,4048.04,0.54812,0.31861,0.01971,0.0198,0.92655,0.71512,0.77424,0.60405,1.10194,1.42863,0.03277,0.09894,0.000109,0.000109,0.000109
272,4062.87,0.56759,0.36101,0.01988,0.02017,0.90918,0.71638,0.77827,0.61164,1.10023,1.42281,0.03281,0.09792,0.0001057,0.0001057,0.0001057
273,4077.69,0.55264,0.33583,0.01774,0.0182,0.92462,0.71717,0.77819,0.61371,1.10786,1.40058,0.03293,0.09566,0.0001024,0.0001024,0.0001024
274,4092.46,0.58345,0.3627,0.0188,0.0227,0.91988,0.71133,0.78398,0.61255,1.102,1.37995,0.03288,0.09515,9.91e-05,9.91e-05,9.91e-05
275,4107.29,0.55964,0.35901,0.01826,0.01901,0.89559,0.74252,0.78052,0.61241,1.0949,1.37543,0.03263,0.0961,9.58e-05,9.58e-05,9.58e-05
276,4122.1,0.56599,0.33815,0.01841,0.02217,0.8968,0.70797,0.78244,0.61811,1.09516,1.37512,0.03242,0.09797,9.25e-05,9.25e-05,9.25e-05
277,4137.18,0.56618,0.34958,0.01902,0.01988,0.88378,0.71853,0.77905,0.61676,1.0972,1.38574,0.0327,0.1002,8.92e-05,8.92e-05,8.92e-05
278,4151.97,0.57001,0.34473,0.01815,0.02082,0.91318,0.71351,0.78054,0.60908,1.08941,1.42377,0.03253,0.09927,8.59e-05,8.59e-05,8.59e-05
279,4166.76,0.56615,0.33678,0.01883,0.02202,0.92796,0.71638,0.78291,0.60929,1.09498,1.43263,0.03254,0.10126,8.26e-05,8.26e-05,8.26e-05
280,4181.62,0.57428,0.34597,0.01873,0.02166,0.95273,0.71563,0.78148,0.60825,1.10697,1.45279,0.03267,0.10547,7.93e-05,7.93e-05,7.93e-05
281,4196.46,0.55648,0.32602,0.01994,0.02076,0.90242,0.74216,0.77632,0.60412,1.10601,1.4435,0.03266,0.10588,7.6e-05,7.6e-05,7.6e-05
282,4211.36,0.54104,0.31693,0.01882,0.01943,0.89363,0.71916,0.77386,0.59944,1.10601,1.44343,0.03259,0.10576,7.27e-05,7.27e-05,7.27e-05
283,4226.21,0.5615,0.33935,0.01857,0.02019,0.93553,0.72228,0.78035,0.60626,1.11456,1.43478,0.03268,0.1071,6.94e-05,6.94e-05,6.94e-05
284,4241.03,0.54384,0.32879,0.01849,0.0176,0.88131,0.74585,0.78408,0.60804,1.11389,1.46863,0.03299,0.10711,6.61e-05,6.61e-05,6.61e-05
285,4255.84,0.57144,0.34342,0.01887,0.02247,0.88563,0.72363,0.77425,0.60638,1.10355,1.49429,0.03302,0.10614,6.28e-05,6.28e-05,6.28e-05
286,4270.6,0.55186,0.33628,0.01856,0.01837,0.90182,0.72363,0.7691,0.60213,1.10708,1.48389,0.03283,0.10551,5.95e-05,5.95e-05,5.95e-05
287,4285.42,0.5539,0.32306,0.01876,0.01889,0.94044,0.72303,0.76622,0.59878,1.10387,1.47161,0.03255,0.10454,5.62e-05,5.62e-05,5.62e-05
288,4300.24,0.55858,0.33898,0.01956,0.02149,0.90783,0.72994,0.77341,0.6042,1.11016,1.45476,0.03295,0.10375,5.29e-05,5.29e-05,5.29e-05
289,4315.05,0.54009,0.32108,0.01956,0.02012,0.92953,0.71622,0.77507,0.60894,1.10694,1.44731,0.03288,0.10428,4.96e-05,4.96e-05,4.96e-05
290,4329.87,0.55049,0.33736,0.01917,0.02005,0.92104,0.72687,0.77546,0.60742,1.09889,1.43439,0.03286,0.10452,4.63e-05,4.63e-05,4.63e-05
291,4345.7,0.38331,0.18234,0.02186,0.01199,0.89977,0.70893,0.7862,0.60838,1.12566,1.38793,0.03334,0.10615,4.3e-05,4.3e-05,4.3e-05
292,4360.58,0.37852,0.17744,0.02096,0.01046,0.89868,0.70946,0.78229,0.5993,1.14136,1.39877,0.03362,0.10608,3.97e-05,3.97e-05,3.97e-05
293,4375.41,0.38097,0.18031,0.02111,0.0115,0.89062,0.71188,0.77987,0.59718,1.12981,1.43625,0.03395,0.11025,3.64e-05,3.64e-05,3.64e-05
294,4390.21,0.37299,0.16933,0.02032,0.01094,0.92499,0.6896,0.77992,0.59461,1.1361,1.42912,0.03438,0.10991,3.31e-05,3.31e-05,3.31e-05
295,4404.95,0.38457,0.1847,0.02177,0.01064,0.90242,0.73059,0.78551,0.59565,1.13777,1.41907,0.03425,0.11125,2.98e-05,2.98e-05,2.98e-05
296,4419.71,0.3837,0.18183,0.02107,0.01142,0.89421,0.7204,0.78414,0.59938,1.13319,1.42245,0.0339,0.11044,2.65e-05,2.65e-05,2.65e-05
297,4434.45,0.36086,0.16365,0.02075,0.00924,0.8754,0.72118,0.77942,0.6007,1.12154,1.44471,0.03387,0.10919,2.32e-05,2.32e-05,2.32e-05
298,4449.23,0.36406,0.16498,0.02124,0.00938,0.89815,0.70925,0.77957,0.60109,1.12716,1.4441,0.0338,0.1105,1.99e-05,1.99e-05,1.99e-05
299,4463.99,0.36082,0.16219,0.02114,0.00863,0.94979,0.67919,0.78021,0.60053,1.12636,1.44302,0.03369,0.11064,1.66e-05,1.66e-05,1.66e-05
300,4478.78,0.36729,0.16881,0.02028,0.01162,0.90853,0.71009,0.77978,0.60038,1.13053,1.44878,0.03365,0.11192,1.33e-05,1.33e-05,1.33e-05
